PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
PSMD7	ProteinReference	PSMD7_HUMAN	uniprot knowledgebase:P51665	hgnc symbol:PSMD7
MPRIP	ProteinReference	MPRIP_HUMAN	uniprot knowledgebase:Q6WCQ1	hgnc symbol:MPRIP
PSMD4	ProteinReference	PSMD4_HUMAN	uniprot knowledgebase:P55036	hgnc symbol:PSMD4
PSMD2	ProteinReference	PSMD2_HUMAN	uniprot knowledgebase:Q13200	hgnc symbol:PSMD2
AKT2	ProteinReference	AKT2_HUMAN	uniprot knowledgebase:P31751	hgnc symbol:AKT2
PSMD3	ProteinReference	PSMD3_HUMAN	uniprot knowledgebase:O43242	hgnc symbol:PSMD3
AKT1	ProteinReference	AKT1_HUMAN	uniprot knowledgebase:P31749	hgnc symbol:AKT1
PSMD1	ProteinReference	PSMD1_HUMAN	uniprot knowledgebase:Q99460	hgnc symbol:PSMD1
PRKACA	ProteinReference	KAPCA_HUMAN	uniprot knowledgebase:P17612	hgnc symbol:PRKACA
MEF2A	ProteinReference	MEF2A_HUMAN	uniprot knowledgebase:Q02078	hgnc symbol:MEF2A
HES6	ProteinReference	HES6_HUMAN	uniprot knowledgebase:Q96HZ4	hgnc symbol:HES6
MEF2C	ProteinReference	MEF2C_HUMAN	uniprot knowledgebase:Q06413	hgnc symbol:MEF2C
DAXX	ProteinReference	DAXX_HUMAN	uniprot knowledgebase:Q9UER7	hgnc symbol:DAXX
CSNK2A1	ProteinReference	CSK21_HUMAN	uniprot knowledgebase:P68400	hgnc symbol:CSNK2A1
FRS2	ProteinReference	FRS2_HUMAN	uniprot knowledgebase:Q8WU20	hgnc symbol:FRS2
FRS3	ProteinReference	FRS3_HUMAN	uniprot knowledgebase:O43559	hgnc symbol:FRS3
SND1	ProteinReference	SND1_HUMAN	uniprot knowledgebase:Q7KZF4	hgnc symbol:SND1
CD2AP	ProteinReference	CD2AP_HUMAN	uniprot knowledgebase:Q9Y5K6	hgnc symbol:CD2AP
AR	ProteinReference	ANDR_HUMAN	uniprot knowledgebase:P10275	hgnc symbol:AR
EID2	ProteinReference	EID2_HUMAN	uniprot knowledgebase:Q8N6I1	hgnc symbol:EID2
ZFYVE16	ProteinReference	ZFY16_HUMAN	uniprot knowledgebase:Q7Z3T8	hgnc symbol:ZFYVE16
PRKAR1B	ProteinReference	KAP1_HUMAN	uniprot knowledgebase:P31321	hgnc symbol:PRKAR1B
EWSR1	ProteinReference	EWS_HUMAN	uniprot knowledgebase:Q01844	hgnc symbol:EWSR1
PRKAR1A	ProteinReference	KAP0_HUMAN	uniprot knowledgebase:P10644	hgnc symbol:PRKAR1A
TXNIP	ProteinReference	TXNIP_HUMAN	uniprot knowledgebase:Q9H3M7	hgnc symbol:TXNIP
MT-CO2	ProteinReference	COX2_HUMAN	uniprot knowledgebase:P00403	hgnc symbol:MT-CO2
MYL9	ProteinReference	MYL9_HUMAN	uniprot knowledgebase:P24844	hgnc symbol:MYL9
ATF3	ProteinReference	ATF3_HUMAN	uniprot knowledgebase:P18847	hgnc symbol:ATF3
SKAP1	ProteinReference	SKAP1_HUMAN	uniprot knowledgebase:Q86WV1	hgnc symbol:SKAP1
SKAP2	ProteinReference	SKAP2_HUMAN	uniprot knowledgebase:O75563	hgnc symbol:SKAP2
SF1	ProteinReference	SF01_HUMAN	uniprot knowledgebase:Q15637	hgnc symbol:SF1
DHH	ProteinReference	DHH_HUMAN	uniprot knowledgebase:O43323	hgnc symbol:DHH
AGAP2	ProteinReference	AGAP2_HUMAN	uniprot knowledgebase:Q99490	hgnc symbol:AGAP2
IQGAP1	ProteinReference	IQGA1_HUMAN	uniprot knowledgebase:P46940	hgnc symbol:IQGAP1
IQGAP2	ProteinReference	IQGA2_HUMAN	uniprot knowledgebase:Q13576	hgnc symbol:IQGAP2
GATA2	ProteinReference	GATA2_HUMAN	uniprot knowledgebase:P23769	hgnc symbol:GATA2
GATA1	ProteinReference	GATA1_HUMAN	uniprot knowledgebase:P15976	hgnc symbol:GATA1
PRKAR2A	ProteinReference	KAP2_HUMAN	uniprot knowledgebase:P13861	hgnc symbol:PRKAR2A
PIP5K1A	ProteinReference	PI51A_HUMAN	uniprot knowledgebase:Q99755	hgnc symbol:PIP5K1A
PIP5K1B	ProteinReference	PI51B_HUMAN	uniprot knowledgebase:O14986	hgnc symbol:PIP5K1B
SFN	ProteinReference	1433S_HUMAN	uniprot knowledgebase:P31947	hgnc symbol:SFN
PIP5K1C	ProteinReference	PI51C_HUMAN	uniprot knowledgebase:O60331	hgnc symbol:PIP5K1C
LYN	ProteinReference	LYN_HUMAN	uniprot knowledgebase:P07948	hgnc symbol:LYN
JAG2	ProteinReference	JAG2_HUMAN	uniprot knowledgebase:Q9Y219	hgnc symbol:JAG2
CREBBP	ProteinReference	CBP_HUMAN	uniprot knowledgebase:Q92793	hgnc symbol:CREBBP
JUN	ProteinReference	JUN_HUMAN	uniprot knowledgebase:P05412	hgnc symbol:JUN
JAG1	ProteinReference	JAG1_HUMAN	uniprot knowledgebase:P78504	hgnc symbol:JAG1
TSLP	ProteinReference	TSLP_HUMAN	uniprot knowledgebase:Q969D9	hgnc symbol:TSLP
JUP	ProteinReference	PLAK_HUMAN	uniprot knowledgebase:P14923	hgnc symbol:JUP
NR0B2	ProteinReference	NR0B2_HUMAN	uniprot knowledgebase:Q15466	hgnc symbol:NR0B2
EIF6	ProteinReference	IF6_HUMAN	uniprot knowledgebase:P56537	hgnc symbol:EIF6
ARF4	ProteinReference	ARF4_HUMAN	uniprot knowledgebase:P18085	hgnc symbol:ARF4
EFCAB6	ProteinReference	EFCB6_HUMAN	uniprot knowledgebase:Q5THR3	hgnc symbol:EFCAB6
CTCF	ProteinReference	CTCF_HUMAN	uniprot knowledgebase:P49711	hgnc symbol:CTCF
SHB	ProteinReference	SHB_HUMAN	uniprot knowledgebase:Q15464	hgnc symbol:SHB
ECSIT	ProteinReference	ECSIT_HUMAN	uniprot knowledgebase:Q9BQ95	hgnc symbol:ECSIT
MED15	ProteinReference	MED15_HUMAN	uniprot knowledgebase:Q96RN5	hgnc symbol:MED15
IKBKB	ProteinReference	IKKB_HUMAN	uniprot knowledgebase:O14920	hgnc symbol:IKBKB
MED12	ProteinReference	MED12_HUMAN	uniprot knowledgebase:Q93074	hgnc symbol:MED12
SMPD3	ProteinReference	NSMA2_HUMAN	uniprot knowledgebase:Q9NY59	hgnc symbol:SMPD3
SHH	ProteinReference	SHH_HUMAN	uniprot knowledgebase:Q15465	hgnc symbol:SHH
CASP10	ProteinReference	CASPA_HUMAN	uniprot knowledgebase:Q92851	hgnc symbol:CASP10
HEY2	ProteinReference	HEY2_HUMAN	uniprot knowledgebase:Q9UBP5	hgnc symbol:HEY2
CTLA4	ProteinReference	CTLA4_HUMAN	uniprot knowledgebase:P16410	hgnc symbol:CTLA4
IKBKG	ProteinReference	NEMO_HUMAN	uniprot knowledgebase:Q9Y6K9	hgnc symbol:IKBKG
NELFCD	ProteinReference	NELFD_HUMAN	uniprot knowledgebase:Q8IXH7	hgnc symbol:NELFCD
JAK2	ProteinReference	JAK2_HUMAN	uniprot knowledgebase:O60674	hgnc symbol:JAK2
JAK3	ProteinReference	JAK3_HUMAN	uniprot knowledgebase:P52333	hgnc symbol:JAK3
IKBKE	ProteinReference	IKKE_HUMAN	uniprot knowledgebase:Q14164	hgnc symbol:IKBKE
APPL2	ProteinReference	DP13B_HUMAN	uniprot knowledgebase:Q8NEU8	hgnc symbol:APPL2
JAK1	ProteinReference	JAK1_HUMAN	uniprot knowledgebase:P23458	hgnc symbol:JAK1
APPL1	ProteinReference	DP13A_HUMAN	uniprot knowledgebase:Q9UKG1	hgnc symbol:APPL1
MESDC2	ProteinReference	MESD_HUMAN	uniprot knowledgebase:Q14696	hgnc symbol:MESDC2
MYOG	ProteinReference	MYOG_HUMAN	uniprot knowledgebase:P15173	hgnc symbol:MYOG
DUSP3	ProteinReference	DUS3_HUMAN	uniprot knowledgebase:P51452	hgnc symbol:DUSP3
RIPK3	ProteinReference	RIPK3_HUMAN	uniprot knowledgebase:Q9Y572	hgnc symbol:RIPK3
RING1	ProteinReference	RING1_HUMAN	uniprot knowledgebase:Q06587	hgnc symbol:RING1
RIPK2	ProteinReference	RIPK2_HUMAN	uniprot knowledgebase:O43353	hgnc symbol:RIPK2
ACTL6A	ProteinReference	ACL6A_HUMAN	uniprot knowledgebase:O96019	hgnc symbol:ACTL6A
WNT9B	ProteinReference	WNT9B_HUMAN	uniprot knowledgebase:O14905	hgnc symbol:WNT9B
RRAS2	ProteinReference	RRAS2_HUMAN	uniprot knowledgebase:P62070	hgnc symbol:RRAS2
FOS	ProteinReference	FOS_HUMAN	uniprot knowledgebase:P01100	hgnc symbol:FOS
EPS15L1	ProteinReference	EP15R_HUMAN	uniprot knowledgebase:Q9UBC2	hgnc symbol:EPS15L1
WNT9A	ProteinReference	WNT9A_HUMAN	uniprot knowledgebase:O14904	hgnc symbol:WNT9A
SIRT1	ProteinReference	SIR1_HUMAN	uniprot knowledgebase:Q96EB6	hgnc symbol:SIRT1
MED23	ProteinReference	MED23_HUMAN	uniprot knowledgebase:Q9ULK4	hgnc symbol:MED23
MMP14	ProteinReference	MMP14_HUMAN	uniprot knowledgebase:P50281	hgnc symbol:MMP14
PLSCR1	ProteinReference	PLS1_HUMAN	uniprot knowledgebase:O15162	hgnc symbol:PLSCR1
RAPGEF1	ProteinReference	RPGF1_HUMAN	uniprot knowledgebase:Q13905	hgnc symbol:RAPGEF1
PELI1	ProteinReference	PELI1_HUMAN	uniprot knowledgebase:Q96FA3	hgnc symbol:PELI1
PPARG	ProteinReference	PPARG_HUMAN	uniprot knowledgebase:P37231	hgnc symbol:PPARG
CRYAB	ProteinReference	CRYAB_HUMAN	uniprot knowledgebase:P02511	hgnc symbol:CRYAB
TMF1	ProteinReference	TMF1_HUMAN	uniprot knowledgebase:P82094	hgnc symbol:TMF1
PELI2	ProteinReference	PELI2_HUMAN	uniprot knowledgebase:Q9HAT8	hgnc symbol:PELI2
HTT	ProteinReference	HD_HUMAN	uniprot knowledgebase:P42858	hgnc symbol:HTT
EGFR	ProteinReference	EGFR_HUMAN	uniprot knowledgebase:P00533	hgnc symbol:EGFR
PSMB5	ProteinReference	PSB5_HUMAN	uniprot knowledgebase:P28074	hgnc symbol:PSMB5
FRZB	ProteinReference	SFRP3_HUMAN	uniprot knowledgebase:Q92765	hgnc symbol:FRZB
PLAGL1	ProteinReference	PLAL1_HUMAN	uniprot knowledgebase:Q9UM63	hgnc symbol:PLAGL1
AP2S1	ProteinReference	AP2S1_HUMAN	uniprot knowledgebase:P53680	hgnc symbol:AP2S1
STAT4	ProteinReference	STAT4_HUMAN	uniprot knowledgebase:Q14765	hgnc symbol:STAT4
FLNA	ProteinReference	FLNA_HUMAN	uniprot knowledgebase:P21333	hgnc symbol:FLNA
STAT6	ProteinReference	STAT6_HUMAN	uniprot knowledgebase:P42226	hgnc symbol:STAT6
RICTOR	ProteinReference	RICTR_HUMAN	uniprot knowledgebase:Q6R327	hgnc symbol:RICTOR
BID	ProteinReference	BID_HUMAN	uniprot knowledgebase:P55957	hgnc symbol:BID
SAMD3	ProteinReference	SAMD3_HUMAN	uniprot knowledgebase:Q8N6K7	hgnc symbol:SAMD3
SPDEF	ProteinReference	SPDEF_HUMAN	uniprot knowledgebase:O95238	hgnc symbol:SPDEF
SLC16A1	ProteinReference	MOT1_HUMAN	uniprot knowledgebase:P53985	hgnc symbol:SLC16A1
STAT1	ProteinReference	STAT1_HUMAN	uniprot knowledgebase:P42224	hgnc symbol:STAT1
WNT7B	ProteinReference	WNT7B_HUMAN	uniprot knowledgebase:P56706	hgnc symbol:WNT7B
STAT3	ProteinReference	STAT3_HUMAN	uniprot knowledgebase:P40763	hgnc symbol:STAT3
WNT7A	ProteinReference	WNT7A_HUMAN	uniprot knowledgebase:O00755	hgnc symbol:WNT7A
SKI	ProteinReference	SKI_HUMAN	uniprot knowledgebase:P12755	hgnc symbol:SKI
PSMC3	ProteinReference	PRS6A_HUMAN	uniprot knowledgebase:P17980	hgnc symbol:PSMC3
CENPJ	ProteinReference	CENPJ_HUMAN	uniprot knowledgebase:Q9HC77	hgnc symbol:CENPJ
PSMC1	ProteinReference	PRS4_HUMAN	uniprot knowledgebase:P62191	hgnc symbol:PSMC1
PSMC2	ProteinReference	PRS7_HUMAN	uniprot knowledgebase:P35998	hgnc symbol:PSMC2
PKN2	ProteinReference	PKN2_HUMAN	uniprot knowledgebase:Q16513	hgnc symbol:PKN2
PKN1	ProteinReference	PKN1_HUMAN	uniprot knowledgebase:Q16512	hgnc symbol:PKN1
CDKN3	ProteinReference	CDKN3_HUMAN	uniprot knowledgebase:Q16667	hgnc symbol:CDKN3
CRLF2	ProteinReference	CRLF2_HUMAN	uniprot knowledgebase:Q9HC73	hgnc symbol:CRLF2
CCNT1	ProteinReference	CCNT1_HUMAN	uniprot knowledgebase:O60563	hgnc symbol:CCNT1
NCF1	ProteinReference	NCF1_HUMAN	uniprot knowledgebase:P14598	hgnc symbol:NCF1
UBE2D2	ProteinReference	UB2D2_HUMAN	uniprot knowledgebase:P62837	hgnc symbol:UBE2D2
UBE2D3	ProteinReference	UB2D3_HUMAN	uniprot knowledgebase:P61077	hgnc symbol:UBE2D3
SLA	ProteinReference	SLAP1_HUMAN	uniprot knowledgebase:Q13239	hgnc symbol:SLA
UBE2D1	ProteinReference	UB2D1_HUMAN	uniprot knowledgebase:P51668	hgnc symbol:UBE2D1
IL1RAP	ProteinReference	IL1AP_HUMAN	uniprot knowledgebase:Q9NPH3	hgnc symbol:IL1RAP
MYLK3	ProteinReference	MYLK3_HUMAN	uniprot knowledgebase:Q32MK0	hgnc symbol:MYLK3
YY1	ProteinReference	TYY1_HUMAN	uniprot knowledgebase:P25490	hgnc symbol:YY1
STK11	ProteinReference	STK11_HUMAN	uniprot knowledgebase:Q15831	hgnc symbol:STK11
HHAT	ProteinReference	HHAT_HUMAN	uniprot knowledgebase:Q5VTY9	hgnc symbol:HHAT
FNTA	ProteinReference	FNTA_HUMAN	uniprot knowledgebase:P49354	hgnc symbol:FNTA
POFUT1	ProteinReference	OFUT1_HUMAN	uniprot knowledgebase:Q9H488	hgnc symbol:POFUT1
LEPR	ProteinReference	LEPR_HUMAN	uniprot knowledgebase:P48357	hgnc symbol:LEPR
KPNA6	ProteinReference	IMA7_HUMAN	uniprot knowledgebase:O60684	hgnc symbol:KPNA6
TNFRSF8	ProteinReference	TNR8_HUMAN	uniprot knowledgebase:P28908	hgnc symbol:TNFRSF8
MAP3K8	ProteinReference	M3K8_HUMAN	uniprot knowledgebase:P41279	hgnc symbol:MAP3K8
CIR1	ProteinReference	CIR1_HUMAN	uniprot knowledgebase:Q86X95	hgnc symbol:CIR1
NEK3	ProteinReference	NEK3_HUMAN	uniprot knowledgebase:P51956	hgnc symbol:NEK3
KPNA2	ProteinReference	IMA1_HUMAN	uniprot knowledgebase:P52292	hgnc symbol:KPNA2
MAP3K7	ProteinReference	M3K7_HUMAN	uniprot knowledgebase:O43318	hgnc symbol:MAP3K7
KPNA3	ProteinReference	IMA4_HUMAN	uniprot knowledgebase:O00505	hgnc symbol:KPNA3
MAP3K4	ProteinReference	M3K4_HUMAN	uniprot knowledgebase:Q9Y6R4	hgnc symbol:MAP3K4
MAP3K5	ProteinReference	M3K5_HUMAN	uniprot knowledgebase:Q99683	hgnc symbol:MAP3K5
PIAS4	ProteinReference	PIAS4_HUMAN	uniprot knowledgebase:Q8N2W9	hgnc symbol:PIAS4
PIAS3	ProteinReference	PIAS3_HUMAN	uniprot knowledgebase:Q9Y6X2	hgnc symbol:PIAS3
FBXW5	ProteinReference	FBXW5_HUMAN	uniprot knowledgebase:Q969U6	hgnc symbol:FBXW5
ANAPC7	ProteinReference	APC7_HUMAN	uniprot knowledgebase:Q9UJX3	hgnc symbol:ANAPC7
CISH	ProteinReference	CISH_HUMAN	uniprot knowledgebase:Q9NSE2	hgnc symbol:CISH
FBXW7	ProteinReference	FBXW7_HUMAN	uniprot knowledgebase:Q969H0	hgnc symbol:FBXW7
PIAS2	ProteinReference	PIAS2_HUMAN	uniprot knowledgebase:O75928	hgnc symbol:PIAS2
TUBA4A	ProteinReference	TBA4A_HUMAN	uniprot knowledgebase:P68366	hgnc symbol:TUBA4A
CDC25A	ProteinReference	MPIP1_HUMAN	uniprot knowledgebase:P30304	hgnc symbol:CDC25A
PIAS1	ProteinReference	PIAS1_HUMAN	uniprot knowledgebase:O75925	hgnc symbol:PIAS1
RBX1	ProteinReference	RBX1_HUMAN	uniprot knowledgebase:P62877	hgnc symbol:RBX1
CDC25B	ProteinReference	MPIP2_HUMAN	uniprot knowledgebase:P30305	hgnc symbol:CDC25B
SAP30	ProteinReference	SAP30_HUMAN	uniprot knowledgebase:O75446	hgnc symbol:SAP30
TXLNA	ProteinReference	TXLNA_HUMAN	uniprot knowledgebase:P40222	hgnc symbol:TXLNA
SMO	ProteinReference	SMO_HUMAN	uniprot knowledgebase:Q99835	hgnc symbol:SMO
MFNG	ProteinReference	MFNG_HUMAN	uniprot knowledgebase:O00587	hgnc symbol:MFNG
MAPKAPK2	ProteinReference	MAPK2_HUMAN	uniprot knowledgebase:P49137	hgnc symbol:MAPKAPK2
HAT1	ProteinReference	HAT1_HUMAN	uniprot knowledgebase:O14929	hgnc symbol:HAT1
ANAPC4	ProteinReference	APC4_HUMAN	uniprot knowledgebase:Q9UJX5	hgnc symbol:ANAPC4
ANAPC5	ProteinReference	APC5_HUMAN	uniprot knowledgebase:Q9UJX4	hgnc symbol:ANAPC5
ROR1	ProteinReference	ROR1_HUMAN	uniprot knowledgebase:Q01973	hgnc symbol:ROR1
ROR2	ProteinReference	ROR2_HUMAN	uniprot knowledgebase:Q01974	hgnc symbol:ROR2
RAD54L2	ProteinReference	ARIP4_HUMAN	uniprot knowledgebase:Q9Y4B4	hgnc symbol:RAD54L2
IL6ST	ProteinReference	IL6RB_HUMAN	uniprot knowledgebase:P40189	hgnc symbol:IL6ST
SQSTM1	ProteinReference	SQSTM_HUMAN	uniprot knowledgebase:Q13501	hgnc symbol:SQSTM1
ANAPC1	ProteinReference	APC1_HUMAN	uniprot knowledgebase:Q9H1A4	hgnc symbol:ANAPC1
KPNB1	ProteinReference	IMB1_HUMAN	uniprot knowledgebase:Q14974	hgnc symbol:KPNB1
ANAPC2	ProteinReference	ANC2_HUMAN	uniprot knowledgebase:Q9UJX6	hgnc symbol:ANAPC2
NSMAF	ProteinReference	FAN_HUMAN	uniprot knowledgebase:Q92636	hgnc symbol:NSMAF
BLK	ProteinReference	BLK_HUMAN	uniprot knowledgebase:P51451	hgnc symbol:BLK
COL17A1	ProteinReference	COHA1_HUMAN	uniprot knowledgebase:Q9UMD9	hgnc symbol:COL17A1
KHDRBS1	ProteinReference	KHDR1_HUMAN	uniprot knowledgebase:Q07666	hgnc symbol:KHDRBS1
SHC1	ProteinReference	SHC1_HUMAN	uniprot knowledgebase:P29353	hgnc symbol:SHC1
STK39	ProteinReference	STK39_HUMAN	uniprot knowledgebase:Q9UEW8	hgnc symbol:STK39
TNFRSF11B	ProteinReference	TR11B_HUMAN	uniprot knowledgebase:O00300	hgnc symbol:TNFRSF11B
FOXO4	ProteinReference	FOXO4_HUMAN	uniprot knowledgebase:P98177	hgnc symbol:FOXO4
TNFRSF11A	ProteinReference	TNR11_HUMAN	uniprot knowledgebase:Q9Y6Q6	hgnc symbol:TNFRSF11A
FOXO3	ProteinReference	FOXO3_HUMAN	uniprot knowledgebase:O43524	hgnc symbol:FOXO3
FOXO1	ProteinReference	FOXO1_HUMAN	uniprot knowledgebase:Q12778	hgnc symbol:FOXO1
HSP90B1	ProteinReference	ENPL_HUMAN	uniprot knowledgebase:P14625	hgnc symbol:HSP90B1
SOCS2	ProteinReference	SOCS2_HUMAN	uniprot knowledgebase:O14508	hgnc symbol:SOCS2
SOCS3	ProteinReference	SOCS3_HUMAN	uniprot knowledgebase:O14543	hgnc symbol:SOCS3
SLC9A3R1	ProteinReference	NHRF1_HUMAN	uniprot knowledgebase:O14745	hgnc symbol:SLC9A3R1
ATXN2	ProteinReference	ATX2_HUMAN	uniprot knowledgebase:Q99700	hgnc symbol:ATXN2
RAP1A	ProteinReference	RAP1A_HUMAN	uniprot knowledgebase:P62834	hgnc symbol:RAP1A
SOCS1	ProteinReference	SOCS1_HUMAN	uniprot knowledgebase:O15524	hgnc symbol:SOCS1
BCL2L11	ProteinReference	B2L11_HUMAN	uniprot knowledgebase:O43521	hgnc symbol:BCL2L11
STK36	ProteinReference	STK36_HUMAN	uniprot knowledgebase:Q9NRP7	hgnc symbol:STK36
G3BP2	ProteinReference	G3BP2_HUMAN	uniprot knowledgebase:Q9UN86	hgnc symbol:G3BP2
EIF4EBP1	ProteinReference	4EBP1_HUMAN	uniprot knowledgebase:Q13541	hgnc symbol:EIF4EBP1
SOCS6	ProteinReference	SOCS6_HUMAN	uniprot knowledgebase:O14544	hgnc symbol:SOCS6
SOCS7	ProteinReference	SOCS7_HUMAN	uniprot knowledgebase:O14512	hgnc symbol:SOCS7
SOCS4	ProteinReference	SOCS4_HUMAN	uniprot knowledgebase:Q8WXH5	hgnc symbol:SOCS4
SOCS5	ProteinReference	SOCS5_HUMAN	uniprot knowledgebase:O75159	hgnc symbol:SOCS5
KL	ProteinReference	KLOT_HUMAN	uniprot knowledgebase:Q9UEF7	hgnc symbol:KL
ZBTB17	ProteinReference	ZBT17_HUMAN	uniprot knowledgebase:Q13105	hgnc symbol:ZBTB17
RFXANK	ProteinReference	RFXK_HUMAN	uniprot knowledgebase:O14593	hgnc symbol:RFXANK
TNFRSF10A	ProteinReference	TR10A_HUMAN	uniprot knowledgebase:O00220	hgnc symbol:TNFRSF10A
MCC	ProteinReference	CRCM_HUMAN	uniprot knowledgebase:P23508	hgnc symbol:MCC
NFKB1	ProteinReference	NFKB1_HUMAN	uniprot knowledgebase:P19838	hgnc symbol:NFKB1
NFKB2	ProteinReference	NFKB2_HUMAN	uniprot knowledgebase:Q00653	hgnc symbol:NFKB2
PTPRC	ProteinReference	PTPRC_HUMAN	uniprot knowledgebase:P08575	hgnc symbol:PTPRC
SP1	ProteinReference	SP1_HUMAN	uniprot knowledgebase:P08047	hgnc symbol:SP1
MDM2	ProteinReference	MDM2_HUMAN	uniprot knowledgebase:Q00987	hgnc symbol:MDM2
PIN1	ProteinReference	PIN1_HUMAN	uniprot knowledgebase:Q13526	hgnc symbol:PIN1
MNAT1	ProteinReference	MAT1_HUMAN	uniprot knowledgebase:P51948	hgnc symbol:MNAT1
MYD88	ProteinReference	MYD88_HUMAN	uniprot knowledgebase:Q99836	hgnc symbol:MYD88
ITGB1	ProteinReference	ITB1_HUMAN	uniprot knowledgebase:P05556	hgnc symbol:ITGB1
HSP90AB1	ProteinReference	HS90B_HUMAN	uniprot knowledgebase:P08238	hgnc symbol:HSP90AB1
ITGB5	ProteinReference	ITB5_HUMAN	uniprot knowledgebase:P18084	hgnc symbol:ITGB5
ITGB4	ProteinReference	ITB4_HUMAN	uniprot knowledgebase:P16144	hgnc symbol:ITGB4
ITGB3	ProteinReference	ITB3_HUMAN	uniprot knowledgebase:P05106	hgnc symbol:ITGB3
FHL1	ProteinReference	FHL1_HUMAN	uniprot knowledgebase:Q13642	hgnc symbol:FHL1
PTEN	ProteinReference	PTEN_HUMAN	uniprot knowledgebase:P60484	hgnc symbol:PTEN
FHL2	ProteinReference	FHL2_HUMAN	uniprot knowledgebase:Q14192	hgnc symbol:FHL2
PIK3CD	ProteinReference	PK3CD_HUMAN	uniprot knowledgebase:O00329	hgnc symbol:PIK3CD
ARRB1	ProteinReference	ARRB1_HUMAN	uniprot knowledgebase:P49407	hgnc symbol:ARRB1
ARRB2	ProteinReference	ARRB2_HUMAN	uniprot knowledgebase:P32121	hgnc symbol:ARRB2
PIK3CB	ProteinReference	PK3CB_HUMAN	uniprot knowledgebase:P42338	hgnc symbol:PIK3CB
PIK3CG	ProteinReference	PK3CG_HUMAN	uniprot knowledgebase:P48736	hgnc symbol:PIK3CG
FCGR3A	ProteinReference	FCG3A_HUMAN	uniprot knowledgebase:P08637	hgnc symbol:FCGR3A
FCGR3B	ProteinReference	FCG3B_HUMAN	uniprot knowledgebase:O75015	hgnc symbol:FCGR3B
SUMO1	ProteinReference	SUMO1_HUMAN	uniprot knowledgebase:P63165	hgnc symbol:SUMO1
PPP1R13L	ProteinReference	IASPP_HUMAN	uniprot knowledgebase:Q8WUF5	hgnc symbol:PPP1R13L
BOC	ProteinReference	BOC_HUMAN	uniprot knowledgebase:Q9BWV1	hgnc symbol:BOC
TRIM68	ProteinReference	TRI68_HUMAN	uniprot knowledgebase:Q6AZZ1	hgnc symbol:TRIM68
NCK2	ProteinReference	NCK2_HUMAN	uniprot knowledgebase:O43639	hgnc symbol:NCK2
NCK1	ProteinReference	NCK1_HUMAN	uniprot knowledgebase:P16333	hgnc symbol:NCK1
PELP1	ProteinReference	PELP1_HUMAN	uniprot knowledgebase:Q8IZL8	hgnc symbol:PELP1
DSP	ProteinReference	DESP_HUMAN	uniprot knowledgebase:P15924	hgnc symbol:DSP
ACTR2	ProteinReference	ARP2_HUMAN	uniprot knowledgebase:P61160	hgnc symbol:ACTR2
HSP90AA1	ProteinReference	HS90A_HUMAN	uniprot knowledgebase:P07900	hgnc symbol:HSP90AA1
PPP1R12A	ProteinReference	MYPT1_HUMAN	uniprot knowledgebase:O14974	hgnc symbol:PPP1R12A
APAF1	ProteinReference	APAF_HUMAN	uniprot knowledgebase:O14727	hgnc symbol:APAF1
PEG3	ProteinReference	PEG3_HUMAN	uniprot knowledgebase:Q9GZU2	hgnc symbol:PEG3
DST	ProteinReference	DYST_HUMAN	uniprot knowledgebase:Q03001	hgnc symbol:DST
KSR1	ProteinReference	KSR1_HUMAN	uniprot knowledgebase:Q8IVT5	hgnc symbol:KSR1
SH2D3C	ProteinReference	SH2D3_HUMAN	uniprot knowledgebase:Q8N5H7	hgnc symbol:SH2D3C
ARNT	ProteinReference	ARNT_HUMAN	uniprot knowledgebase:P27540	hgnc symbol:ARNT
TNFRSF1B	ProteinReference	TNR1B_HUMAN	uniprot knowledgebase:P20333	hgnc symbol:TNFRSF1B
TNFRSF1A	ProteinReference	TNR1A_HUMAN	uniprot knowledgebase:P19438	hgnc symbol:TNFRSF1A
PPM1A	ProteinReference	PPM1A_HUMAN	uniprot knowledgebase:P35813	hgnc symbol:PPM1A
PIK3CA	ProteinReference	PK3CA_HUMAN	uniprot knowledgebase:P42336	hgnc symbol:PIK3CA
SNURF	ProteinReference	SNURF_HUMAN	uniprot knowledgebase:Q9Y675	hgnc symbol:SNURF
LCP2	ProteinReference	LCP2_HUMAN	uniprot knowledgebase:Q13094	hgnc symbol:LCP2
ITGA6	ProteinReference	ITA6_HUMAN	uniprot knowledgebase:P23229	hgnc symbol:ITGA6
TNFRSF25	ProteinReference	TNR25_HUMAN	uniprot knowledgebase:Q93038	hgnc symbol:TNFRSF25
TOP1	ProteinReference	TOP1_HUMAN	uniprot knowledgebase:P11387	hgnc symbol:TOP1
MET	ProteinReference	MET_HUMAN	uniprot knowledgebase:P08581	hgnc symbol:MET
SLC25A4	ProteinReference	ADT1_HUMAN	uniprot knowledgebase:P12235	hgnc symbol:SLC25A4
GAPDH	ProteinReference	G3P_HUMAN	uniprot knowledgebase:P04406	hgnc symbol:GAPDH
BIRC2	ProteinReference	BIRC2_HUMAN	uniprot knowledgebase:Q13490	hgnc symbol:BIRC2
