Interaction ID	Uniprot1	Uniprot2	Name1	Name2	Entrez1	Entrez2	Ensembl1	Ensembl2	Method	Source	Pubmed ID	Method score	Annotation score	Total score	Confidence	Type	Pathway
66227.html	Q99558	Q12933	MAP3K14	TRAF2	9020	7186	ENST00000344686;ENST00000376926	ENST00000247668 [Q12933-1]	direct interaction;physical association	intact	25416956;25246529;9020361;23543740;20385093;11278268;15084608;20184394;9275204;20348096	0.95254	0.6	0.755992063450404	High	Small-scale	hsa04064;hsa04210;hsa04380;hsa04668;hsa05169
220733.html	O15169	P49674	AXIN1	CSNK1E	8312	102800317;1454	ENST00000262320 [O15169-1];ENST00000354866 [O15169-2]	ENST00000359867;ENST00000396832;ENST00000403904	direct interaction;physical association;association	intact	12000790;11487578;22682247;26496610;21988832;11884395	0.87837	1	0.937213956362153	High	Small-scale	hsa04310
358398.html	P51149	P20339	RAB7A	RAB5A	7879	5868	ENST00000265062	ENST00000273047 [P20339-1];ENST00000422242 [P20339-2]	direct interaction	biogrid	10329441	0.38507	1	0.620540087343275	High	Small-scale	hsa05152
250577.html	P28749	P24385	RBL1	CCND1	5933	595	ENST00000344359 [P28749-2];ENST00000373664 [P28749-1]	ENST00000227507	direct interaction	hprd	8643455	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04110
4003.html	P16157	P16070	ANK1	CD44	286	960	ENST00000265709 [P16157-21];ENST00000289734 [P16157-3];ENST00000314214 [P16157-17];ENST00000347528 [P16157-1];ENST00000348036 [P16157-22];ENST00000522543 [P16157-23]	ENST00000263398 [P16070-12];ENST00000278386 [P16070-19];ENST00000352818 [P16070-18];ENST00000415148 [P16070-4];ENST00000428726 [P16070-1];ENST00000433892 [P16070-10];ENST00000434472 [P16070-11]	direct interaction	biogrid	9519902	0.28934	0.6	0.41665813324595	High	Small-scale	hsa05205
97792.html	P15056	Q02750	BRAF	MAP2K1	673	5604	ENST00000288602	ENST00000307102 [Q02750-1]	phosphorylation reaction;direct interaction;physical association;association	intact	23934108;17979178;8157000;7731720;25155755;16888650;8621729;18332145;25437913;16810323;8394352;20212043;25600339;26496610;24746704	0.97569	1	0.98777021619403	High	Small-scale	hsa01521;hsa01522;hsa04010;hsa04012;hsa04015;hsa04024;hsa04062;hsa04068;hsa04150;hsa04270;hsa04320;hsa04510;hsa04650;hsa04720;hsa04722;hsa04726;hsa04730;hsa04810;hsa04910;hsa05034;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224
324018.html	P10321	P43632	HLA-C	KIR2DS4	3107	3809	ENST00000376228	ENST00000611311;ENST00000612783;ENST00000613654;ENST00000614639;ENST00000617469;ENST00000617825;ENST00000619771;ENST00000620669;ENST00000621436	direct interaction	intact	19858347	0.41838	1	0.646823005156743	High	Small-scale	hsa04612;hsa04650
271328.html	A8K3Z6	Q9UJX2	ANAPC13	CDC23	25847	8697		ENST00000394884 [Q9UJX2-2];ENST00000394886 [Q9UJX2-1]	physical association	intact	25416956	0.40597	0.8	0.569891217689832	High	High-throughput	hsa04110
138256.html	P23528	P53671	CFL1	LIMK2	1072	3985	ENST00000308162;ENST00000525451	ENST00000331728 [P53671-1];ENST00000333611 [P53671-2];ENST00000340552 [P53671-3]	physical association	biogrid	10436159	0.3819	1	0.617980582219215	High	Small-scale	hsa04360;hsa04666;hsa04810
539236.html	Q9P2K8	P05198	EIF2AK4	EIF2S1	440275	1965	ENST00000263791 [Q9P2K8-1];ENST00000559624 [Q9P2K8-3]	ENST00000256383;ENST00000466499	direct interaction	hprd	10504407	0.27808	1	0.527332911925664	High	Small-scale	hsa04141;hsa05160;hsa05162;hsa05164;hsa05168
107993.html	Q8WWW0	P62834	RASSF5	RAP1A	83593	5906	ENST00000577571 [Q8WWW0-2];ENST00000579436 [Q8WWW0-1];ENST00000580449 [Q8WWW0-3]	ENST00000356415;ENST00000369709	physical association	intact	15569673;12845325	0.61709	1	0.785550762204455	High	Small-scale	hsa04015
315266.html	P30260	P30260	CDC27	CDC27	996	996	ENST00000066544 [P30260-1];ENST00000531206 [P30260-2]	ENST00000066544 [P30260-1];ENST00000531206 [P30260-2]	physical association;association	biogrid	22100920;25490258;21335556;16648845	0.75235	1	0.867381115773222	High	Small-scale	hsa04110
350698.html	P98172	O43639	EFNB1	NCK2	1947	8440	ENST00000204961	ENST00000233154;ENST00000393349	direct interaction;physical association	biogrid	11557983	0.54806	0.6	0.573442237718848	High	Small-scale	hsa04360
145031.html	P49407	P07550	ARRB1	ADRB2	408	154	ENST00000360025 [P49407-2];ENST00000420843 [P49407-1]	ENST00000305988	direct interaction	hprd	16407241	0.27808	1	0.527332911925664	High	Small-scale	hsa04144
411109.html	Q9NR28	Q13490	DIABLO	BIRC2	56616	329	ENST00000267169 [Q9NR28-2];ENST00000353548 [Q9NR28-3];ENST00000443649 [Q9NR28-1];ENST00000464942 [Q9NR28-2]	ENST00000227758 [Q13490-1];ENST00000530675 [Q13490-2];ENST00000613397 [Q13490-1]	direct interaction;physical association;association	intact	12218061;19153467;14960576;10929712;25246529;20957035;19506082;16282325;25065467;12525502;12865429	0.96335	1	0.981503948030776	High	Small-scale	hsa04210
532137.html	P51679	P25098	CCR4	GRK2	1233	156	ENST00000330953	ENST00000308595	direct interaction;physical association	biogrid	10754297	0.46361	0.6	0.527414448038732	High	Small-scale	hsa04062
356243.html	P16885	Q9UQC2	PLCG2	GAB2	5336	9846	ENST00000564138	ENST00000340149 [Q9UQC2-2];ENST00000361507 [Q9UQC2-1]	direct interaction;physical association	biogrid	12135708	0.46361	1	0.680889124601062	High	Small-scale	hsa04380
467857.html	P26718	Q9BZM4	KLRK1	ULBP3	100528032;22914	79465	ENST00000240618;ENST00000540818	ENST00000367339;ENST00000438272	direct interaction	intact	11754823	0.41838	1	0.646823005156743	High	Small-scale	hsa04650
515001.html	Q99836	Q9Y4K3	MYD88	TRAF6	4615	7189	ENST00000443433;ENST00000495303	ENST00000348124;ENST00000526995	physical association	biogrid	16517750;22011580;23381138	0.68347	0.6	0.640376451784417	High	Small-scale	hsa04064;hsa04620;hsa05168
253442.html	P78314	P16885	SH3BP2	PLCG2	6452	5336	ENST00000356331 [P78314-1];ENST00000435136 [P78314-1];ENST00000442312 [P78314-3];ENST00000452765 [P78314-1];ENST00000503393 [P78314-4];ENST00000511747 [P78314-1];ENST00000513020 [P78314-2];ENST00000515737 [P78314-2]	ENST00000564138	direct interaction;association	intact	11390470	0.44411	1	0.66641578612755	High	Small-scale	hsa04650
35482.html	P10415	Q13794	BCL2	PMAIP1	596	5366	ENST00000333681 [P10415-1];ENST00000398117 [P10415-1];ENST00000589955 [P10415-2]	ENST00000269518 [Q13794-2];ENST00000316660 [Q13794-1]	direct interaction;physical association	intact	10807576;21454712;15694340	0.75826	1	0.870781258411089	High	Small-scale	hsa01524;hsa04210
337175.html	Q9BXW9	Q00597	FANCD2	FANCC	2177	2176	ENST00000287647 [Q9BXW9-1];ENST00000383807 [Q9BXW9-2];ENST00000419585 [Q9BXW9-2];ENST00000431693 [Q9BXW9-4]	ENST00000289081;ENST00000375305	direct interaction;physical association	biogrid	11751423;16127171	0.5286	0.55	0.539193842694814	High	Small-scale	hsa03460
148678.html	Q02750	Q13153	MAP2K1	PAK1	5604	5058	ENST00000307102 [Q02750-1]	ENST00000278568 [Q13153-2];ENST00000356341 [Q13153-1]	direct interaction	hprd	9351825	0.27808	1	0.527332911925664	High	Small-scale	hsa04510;hsa04650
108823.html	P61224	P47736	RAP1B	RAP1GAP	5908	5909	ENST00000250559 [P61224-1];ENST00000341355 [P61224-1];ENST00000393436 [P61224-1];ENST00000450214 [P61224-4];ENST00000537460 [P61224-1];ENST00000539091 [P61224-4];ENST00000540209 [P61224-3];ENST00000542145 [P61224-2]	ENST00000374765 [P47736-1];ENST00000495204 [P47736-4];ENST00000542643 [P47736-2]	physical association	intact	18309292	0.44248	1	0.665191701692076	High	Small-scale	hsa04015
361560.html	Q8N8N0	Q7L523	RNF152	RRAGA	220441	10670	ENST00000312828	ENST00000380527	direct interaction;physical association	biogrid	25936802	0.55755	0.55	0.553762133049922	High	Small-scale	hsa04150
17714.html	P35221	P55196	CTNNA1	AFDN	1495	4301	ENST00000302763 [P35221-1];ENST00000540387 [P35221-3]	ENST00000392108 [P55196-6];ENST00000392112 [P55196-3];ENST00000400822 [P55196-5];ENST00000447894 [P55196-4]	direct interaction	biogrid	11907041	0.41838	0.6	0.50102694538318	High	Small-scale	hsa04520
403808.html	P62070	P04049	RRAS2	RAF1	22800	5894	ENST00000256196 [P62070-1];ENST00000414023 [P62070-2];ENST00000526063 [P62070-2];ENST00000529237 [P62070-2];ENST00000532814 [P62070-2];ENST00000534746 [P62070-2];ENST00000537760 [P62070-3]	ENST00000251849 [P04049-1];ENST00000442415 [P04049-2]	direct interaction;physical association	intact	11788587;10783161;10064593;12620389;10557073	0.81977	1	0.905411508652281	High	Small-scale	hsa04010;hsa04014;hsa04810;hsa05205
485857.html	Q99665	P29460	IL12RB2	IL12B	3595	3593	ENST00000262345 [Q99665-1];ENST00000371000 [Q99665-2];ENST00000544434 [Q99665-3]	ENST00000231228	direct interaction	hprd	11940489	0.27808	1	0.527332911925664	High	Small-scale	hsa04060;hsa04630;hsa04658;hsa05321
289593.html	P01241	P10912	GH1	GHR	2688	2690	ENST00000323322 [P01241-1];ENST00000351388 [P01241-5];ENST00000458650 [P01241-2]	ENST00000230882 [P10912-1];ENST00000357703 [P10912-4];ENST00000537449 [P10912-1];ENST00000612382 [P10912-1];ENST00000612626 [P10912-1];ENST00000615111 [P10912-1];ENST00000618088 [P10912-1]	direct interaction;association	intact	17500058;9353194;8943276;24280222;9571026;7862673	0.88927	1	0.943011134610827	High	Small-scale	hsa04060;hsa04080;hsa04151;hsa04630
44397.html	Q9NPJ8	Q9GZY0	NXT2	NXF2; NXF2B	55916	56001;728343	ENST00000218004 [Q9NPJ8-3];ENST00000372103 [Q9NPJ8-4];ENST00000372106 [Q9NPJ8-1];ENST00000372107 [Q9NPJ8-4]	ENST00000602195;ENST00000604395;ENST00000604790;ENST00000618302;ENST00000625106	direct interaction	hprd	11073998	0.27808	1	0.527332911925664	High	Small-scale	hsa03013
197267.html	Q9BXF6	P62491	RAB11FIP5	RAB11A	26056	8766	ENST00000258098	ENST00000261890 [P62491-1];ENST00000569896 [P62491-2]	direct interaction;physical association;association	intact	24591568;11481332;11495908;11163216;26496610;16148947	0.90206	1	0.94976839282006	High	Small-scale	hsa04144
435428.html	P63000	Q9Y6W5	RAC1	WASF2	5879	10163	ENST00000348035 [P63000-1];ENST00000356142 [P63000-2]	ENST00000536657 [Q9Y6W5-2];ENST00000618852 [Q9Y6W5-1]	physical association	dip	24132237	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04520;hsa04666;hsa05100;hsa05131;hsa05132;hsa05231
441080.html	P00533	P35222	EGFR	CTNNB1	1956	1499	ENST00000275493 [P00533-1];ENST00000342916 [P00533-4];ENST00000344576 [P00533-3];ENST00000420316 [P00533-2]	ENST00000349496 [P35222-1];ENST00000396183 [P35222-1];ENST00000396185 [P35222-1];ENST00000405570 [P35222-1]	direct interaction;physical association;association	intact	9535896;24189400;9233779;11950845	0.79184	0.6	0.689277883005106	High	Small-scale	hsa04520
520342.html	Q9P0M6	Q92769	H2AFY2	HDAC2	55506	3066	ENST00000373255	ENST00000368632 [Q92769-3];ENST00000519065 [Q92769-1];ENST00000519108 [Q92769-3]	physical association	dip	19734898	0.3819	0.6	0.478685700642917	High	Small-scale	hsa05034
378261.html	Q96P20	Q9Y2Z0	NLRP3	SUGT1	114548	10910	ENST00000336119 [Q96P20-1];ENST00000348069 [Q96P20-2];ENST00000366496 [Q96P20-5];ENST00000366497 [Q96P20-5];ENST00000391827 [Q96P20-4];ENST00000391828 [Q96P20-1]	ENST00000310528 [Q9Y2Z0-2];ENST00000343788 [Q9Y2Z0-1]	physical association	biogrid	17435760	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04621
222541.html	P12004	Q00534	PCNA	CDK6	5111	1021	ENST00000379143;ENST00000379160	ENST00000265734;ENST00000424848	direct interaction	hprd	9667749	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04110
453389.html	Q92569	Q13480	PIK3R3	GAB1	8503	2549	ENST00000262741 [Q92569-1];ENST00000372006 [Q92569-1];ENST00000420542 [Q92569-1];ENST00000423209 [Q92569-2]	ENST00000262994 [Q13480-1];ENST00000262995 [Q13480-2]	direct interaction	intact	24728074	0.41838	0.6	0.50102694538318	High	High-throughput	hsa01521;hsa04012;hsa04722;hsa05100;hsa05205;hsa05211
162842.html	Q9UQ13	P01112	SHOC2	HRAS	8036	3265	ENST00000265277 [Q9UQ13-2];ENST00000369452 [Q9UQ13-1]	ENST00000311189 [P01112-1];ENST00000397594 [P01112-2];ENST00000397596 [P01112-1];ENST00000417302 [P01112-2];ENST00000451590 [P01112-1];ENST00000493230 [P01112-2];ENST00000610977 [P01112-1];ENST00000615062 [P01112-1];ENST00000616241 [P01112-2];ENST00000631404 [P01112-1];ENST00000631967 [P01112-2];ENST00000634098 [P01112-2]	direct interaction;physical association;association	intact	16301319;10783161;9674433	0.74034	0.6	0.66648630893665	High	Small-scale	hsa04014
326962.html	P29353	O60674	SHC1	JAK2	6464	3717	ENST00000368445 [P29353-1];ENST00000368450 [P29353-2];ENST00000368453 [P29353-7];ENST00000448116 [P29353-6]	ENST00000381652	direct interaction	biogrid	9126968;7535773	0.60481	1	0.777695313088616	High	Small-scale	hsa04917
68164.html	P51617	Q15750	IRAK1	TAB1	3654	10454	ENST00000369974 [P51617-4];ENST00000369980 [P51617-1];ENST00000393687 [P51617-2]	ENST00000216160 [Q15750-1];ENST00000331454 [Q15750-2]	physical association	intact	14743216	0.3819	1	0.617980582219215	High	High-throughput	hsa04064
206556.html	P14784	O60674	IL2RB	JAK2	3560	3717	ENST00000216223	ENST00000381652	physical association	biogrid	9553136	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04630
434098.html	P63096	O60262	GNAI1	GNG7	2770	2788	ENST00000351004 [P63096-1];ENST00000457358 [P63096-2]	ENST00000382159	physical association	biogrid	26186194	0.3819	0.6	0.478685700642917	High	High-throughput	hsa04062
462095.html	P04049	Q02156	RAF1	PRKCE	5894	5581	ENST00000251849 [P04049-1];ENST00000442415 [P04049-2]	ENST00000306156	direct interaction;physical association	biogrid	11350735	0.46361	1	0.680889124601062	High	Small-scale	hsa04270;hsa04666
32261.html	Q14155	Q13153	ARHGEF7	PAK1	8874	5058	ENST00000317133 [Q14155-3];ENST00000375723 [Q14155-6];ENST00000375736 [Q14155-1];ENST00000375739 [Q14155-2];ENST00000375741 [Q14155-4];ENST00000426073 [Q14155-1]	ENST00000278568 [Q13153-2];ENST00000356341 [Q13153-1]	direct interaction;physical association;association	intact	23455922;10330411;11157752;16628223;16492808;20936779;16407834;16101281	0.94236	1	0.970752285601224	High	Small-scale	hsa04810
246216.html	P03372	P01100	ESR1	FOS	2099	2353	ENST00000206249 [P03372-1];ENST00000338799 [P03372-1];ENST00000440973 [P03372-1];ENST00000443427 [P03372-1]	ENST00000303562 [P01100-1];ENST00000535987 [P01100-3];ENST00000555686 [P01100-2]	physical association;association	intact	25303530;17317669	0.54306	0.6	0.570820462141994	High	Small-scale	hsa04915
243248.html	Q29983	P26718	MICA	KLRK1	100507436	100528032;22914	ENST00000400325 [Q29983-1];ENST00000418465;ENST00000547609 [Q29983-1]	ENST00000240618;ENST00000540818	direct interaction	intact	10426993;21712812;11323699;12902493	0.73478	1	0.857193093765926	High	Small-scale	hsa04650
279726.html	P27348	O43524	YWHAQ	FOXO3	10971	2309	ENST00000238081;ENST00000381844	ENST00000343882 [O43524-1];ENST00000406360 [O43524-1];ENST00000540898 [O43524-2]	physical association	biogrid	11896584	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04151
10227.html	P15336	P45983	ATF2	MAPK8	1386	5599	ENST00000264110 [P15336-1];ENST00000345739 [P15336-4];ENST00000392544 [P15336-1];ENST00000409499 [P15336-8];ENST00000409635 [P15336-4];ENST00000409833 [P15336-3];ENST00000426833 [P15336-5]	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	phosphorylation reaction;direct interaction;physical association	intact	17875713;11566021;12874243;16533805;9207092;9399639;9405416;7737129;21444723;7737130;7535770;12958075;12804775;11279118;15550563;11865055;8654373;9162092	0.97085	0.6	0.763223427313392	High	Small-scale	hsa05161;hsa05164;hsa05169
191348.html	Q8N2Z9	Q8IYD8	CENPS	FANCM	100526739;378708	57697	ENST00000309048 [Q8N2Z9-1]	ENST00000267430 [Q8IYD8-1];ENST00000542564 [Q8IYD8-3];ENST00000556036 [Q8IYD8-2]	direct interaction;physical association	biogrid	23886707;20347428;20347429	0.77726	0.9	0.836381491904263	High	Small-scale	hsa03460
532892.html	P35222	Q6PJ06	CTNNB1	CSNK1A1	1499	1452	ENST00000349496 [P35222-1];ENST00000396183 [P35222-1];ENST00000396185 [P35222-1];ENST00000405570 [P35222-1]		direct interaction	hprd	12000790;11955436	0.40393	0.5	0.449405162409156	High	Small-scale	hsa05224
94291.html	P29466	Q14116	CASP1	IL18	834	3606	ENST00000353247 [P29466-5];ENST00000436863 [P29466-1];ENST00000446369 [P29466-4];ENST00000525825 [P29466-2];ENST00000526568 [P29466-3];ENST00000531166 [P29466-5];ENST00000533400 [P29466-1];ENST00000534497 [P29466-4]	ENST00000280357 [Q14116-1];ENST00000524595 [Q14116-2];ENST00000528832 [Q14116-1]	direct interaction	biogrid	12096920;9334240	0.54423	0.6	0.571435035677722	High	Small-scale	hsa04621;hsa05132;hsa05134;hsa05164
319674.html	O75460	P49768	ERN1	PSEN1	2081	5663	ENST00000433197 [O75460-1];ENST00000606895 [O75460-2]	ENST00000324501 [P49768-1];ENST00000357710 [P49768-2];ENST00000394157 [P49768-4];ENST00000394164 [P49768-2];ENST00000553855 [P49768-5];ENST00000555386 [P49768-3];ENST00000557511 [P49768-6]	direct interaction;physical association	biogrid	10587643	0.46361	0.55	0.504960889574628	High	Small-scale	hsa05010
483633.html	P49286	P63096	MTNR1B	GNAI1	4544	2770	ENST00000257068	ENST00000351004 [P63096-1];ENST00000457358 [P63096-2]	direct interaction;physical association;association	intact	17215244;26514267	0.64993	1	0.806182361503897	High	Small-scale	hsa04713
468351.html	Q08334	Q9GZX6	IL10RB	IL22	3588	50616	ENST00000290200	ENST00000328087;ENST00000538666	direct interaction;physical association	intact	12513909;10875937;20462497;15120653	0.78355	1	0.885183596775268	High	Small-scale	hsa04060;hsa04630
311862.html	P01106	P28482	MYC	MAPK1	4609	5594	ENST00000377970 [P01106-1];ENST00000613283 [P01106-2]	ENST00000215832 [P28482-1];ENST00000398822 [P28482-1];ENST00000544786 [P28482-2]	direct interaction	biogrid	7957875;15210690	0.60481	0.6	0.602400199203154	High	Small-scale	hsa04010;hsa04012;hsa05161;hsa05200;hsa05210;hsa05230
277390.html	P16234	P04085	PDGFRA	PDGFA	5156	5154	ENST00000257290 [P16234-1];ENST00000508170 [P16234-2];ENST00000509490 [P16234-3]	ENST00000354513 [P04085-1];ENST00000402802 [P04085-2]	direct interaction;physical association	intact	25241761;7679113;2544881;11297552	0.80287	0.6	0.694061956888576	High	Small-scale	hsa01521;hsa04010;hsa04014;hsa04015;hsa04060;hsa04072;hsa04151;hsa04510;hsa04540;hsa05166;hsa05200;hsa05214;hsa05215;hsa05218;hsa05231
514100.html	O43889	P18848	CREB3	ATF4	10488	468	ENST00000353704 [O43889-2]	ENST00000337304;ENST00000396680;ENST00000404241	direct interaction	biogrid	23661758	0.41838	0.9	0.613630181787043	High	High-throughput	hsa04922
460765.html	P27361	Q16828	MAPK3	DUSP6	5595	1848	ENST00000263025 [P27361-1];ENST00000322266 [P27361-2];ENST00000395199 [P27361-3];ENST00000395202 [P27361-2]	ENST00000279488 [Q16828-1];ENST00000308385 [Q16828-2]	direct interaction;physical association	intact	25515236;9535927;12840032	0.75295	1	0.867726915567335	High	Small-scale	hsa04010
125905.html	Q14627	P05112	IL13RA2	IL4	3598	3565	ENST00000243213;ENST00000371936	ENST00000231449 [P05112-1];ENST00000350025 [P05112-2]	direct interaction	hprd	9130652	0.27808	0.9	0.50027192605622	High	Small-scale	hsa04630
185114.html	Q99650	O60674	OSMR	JAK2	9180	3717	ENST00000274276 [Q99650-1];ENST00000502536 [Q99650-2]	ENST00000381652	direct interaction	hprd	10586060	0.27808	1	0.527332911925664	High	Small-scale	hsa04630
55107.html	Q5T7S2	P01137	TGFBR1	TGFB1	7046	7040		ENST00000221930	direct interaction	hprd	8235612	0.27808	1	0.527332911925664	High	Small-scale	hsa04010;hsa04060;hsa04068;hsa04380;hsa04390;hsa04659;hsa05161;hsa05166;hsa05200;hsa05212;hsa05220
508483.html	P62136	P06737	PPP1CA	PYGL	5499	5836	ENST00000312989 [P62136-2];ENST00000358239 [P62136-3];ENST00000376745 [P62136-1]	ENST00000216392 [P06737-1];ENST00000544180 [P06737-2]	association	intact	28330616	0.33064	0.6	0.445403188134077	High	High-throughput	hsa04931
358909.html	P35222	P23467	CTNNB1	PTPRB	1499	5787	ENST00000349496 [P35222-1];ENST00000396183 [P35222-1];ENST00000396185 [P35222-1];ENST00000405570 [P35222-1]	ENST00000261266 [P23467-1];ENST00000334414 [P23467-3];ENST00000538708 [P23467-4];ENST00000550857 [P23467-2]	dephosphorylation reaction	intact	19167335	0.41838	0.6	0.50102694538318	High	High-throughput	hsa04520
