#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
intact:EBI-526084	intact:EBI-372128	uniprotkb:O54918-3	uniprotkb:Q9NP97	psi-mi:o54918-3|psi-mi:Bcl2l11|uniprotkb:Bcl2l11|uniprotkb:Bim|uniprotkb:Bcl2-interacting mediator of cell death|intact:EBI-7424890|intact:MINT-89475	psi-mi:dlrb1_human|psi-mi:DYNLRB1|uniprotkb:Q5TC72|uniprotkb:Q96IV3|uniprotkb:Q9NQM2|uniprotkb:B1AKR5|uniprotkb:DYNLRB1|uniprotkb:BITH|uniprotkb:DNLC2A|uniprotkb:HSPC162|uniprotkb:Dynein light chain 2A, cytoplasmic|uniprotkb:Dynein-associated protein Km23|uniprotkb:Bithoraxoid-like protein|uniprotkb:DNCL2A|uniprotkb:ROBLD1|uniprotkb:Roadblock domain-containing protein 1	psi-mi:"MI:0018"(two hybrid)|psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Puthalakath et al. (1999)	pubmed:10198631|mint:MINT-5211354	taxid:10090(mouse)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-526268|intact:EBI-526131|intact:EBI-526288	intact-miscore:0.5079592
intact:EBI-739580	intact:EBI-16436147	uniprotkb:Q13137	uniprotkb:A0A0S2Z4M5	psi-mi:caco2_human|psi-mi:CALCOCO2|uniprotkb:B4DDC4|uniprotkb:E7ENK0|uniprotkb:Q53FQ5|uniprotkb:Q53HB5|uniprotkb:Q6IBN9|uniprotkb:Q9BTF7|uniprotkb:B2RBT0|uniprotkb:B4E0C0|uniprotkb:E7ETP5|uniprotkb:B4DDT4|uniprotkb:B4DP36|uniprotkb:E9PBE5|uniprotkb:CALCOCO2|uniprotkb:NDP52|uniprotkb:Nuclear domain 10 protein NDP52|uniprotkb:Antigen nuclear dot 52 kDa protein|uniprotkb:Nuclear dot protein 52	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473209	intact-miscore:0.36784992
intact:EBI-739580	intact:EBI-748576	uniprotkb:Q13137	uniprotkb:P28702	psi-mi:caco2_human|psi-mi:CALCOCO2|uniprotkb:B4DDC4|uniprotkb:E7ENK0|uniprotkb:Q53FQ5|uniprotkb:Q53HB5|uniprotkb:Q6IBN9|uniprotkb:Q9BTF7|uniprotkb:B2RBT0|uniprotkb:B4E0C0|uniprotkb:E7ETP5|uniprotkb:B4DDT4|uniprotkb:B4DP36|uniprotkb:E9PBE5|uniprotkb:CALCOCO2|uniprotkb:NDP52|uniprotkb:Nuclear domain 10 protein NDP52|uniprotkb:Antigen nuclear dot 52 kDa protein|uniprotkb:Nuclear dot protein 52	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473192	intact-miscore:0.36784992
intact:EBI-741602	intact:EBI-16429002	uniprotkb:O94972	-	psi-mi:tri37_human|psi-mi:TRIM37|uniprotkb:Q7Z3E6|uniprotkb:Q8IYF7|uniprotkb:Q8WYF7|uniprotkb:A8K0V9|uniprotkb:A8K8U4|uniprotkb:A8MZ79|uniprotkb:B4DGZ3|uniprotkb:F8WEE6|uniprotkb:Mulibrey nanism protein|uniprotkb:TRIM37|uniprotkb:KIAA0898|uniprotkb:MUL|uniprotkb:POB1|uniprotkb:Tripartite motif-containing protein 37|uniprotkb:RING-type E3 ubiquitin transferase TRIM37	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473176	intact-miscore:0.36784992
intact:EBI-741602	intact:EBI-16436147	uniprotkb:O94972	uniprotkb:A0A0S2Z4M5	psi-mi:tri37_human|psi-mi:TRIM37|uniprotkb:Q7Z3E6|uniprotkb:Q8IYF7|uniprotkb:Q8WYF7|uniprotkb:A8K0V9|uniprotkb:A8K8U4|uniprotkb:A8MZ79|uniprotkb:B4DGZ3|uniprotkb:F8WEE6|uniprotkb:Mulibrey nanism protein|uniprotkb:TRIM37|uniprotkb:KIAA0898|uniprotkb:MUL|uniprotkb:POB1|uniprotkb:Tripartite motif-containing protein 37|uniprotkb:RING-type E3 ubiquitin transferase TRIM37	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473160	intact-miscore:0.36784992
intact:EBI-741602	intact:EBI-748576	uniprotkb:O94972	uniprotkb:P28702	psi-mi:tri37_human|psi-mi:TRIM37|uniprotkb:Q7Z3E6|uniprotkb:Q8IYF7|uniprotkb:Q8WYF7|uniprotkb:A8K0V9|uniprotkb:A8K8U4|uniprotkb:A8MZ79|uniprotkb:B4DGZ3|uniprotkb:F8WEE6|uniprotkb:Mulibrey nanism protein|uniprotkb:TRIM37|uniprotkb:KIAA0898|uniprotkb:MUL|uniprotkb:POB1|uniprotkb:Tripartite motif-containing protein 37|uniprotkb:RING-type E3 ubiquitin transferase TRIM37	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473144	intact-miscore:0.36784992
intact:EBI-719493	intact:EBI-748576	uniprotkb:P14373	uniprotkb:P28702	psi-mi:tri27_human|psi-mi:TRIM27|uniprotkb:A2BE15|uniprotkb:Q5RJA8|uniprotkb:Q5ST26|uniprotkb:Q6LA73|uniprotkb:Q6NXR9|uniprotkb:Q9BZY6|uniprotkb:Q9UJL3|uniprotkb:TRIM27|uniprotkb:RNF76|uniprotkb:RFP|uniprotkb:Ret finger protein|uniprotkb:Tripartite motif-containing protein 27|uniprotkb:RING finger protein 76|uniprotkb:RING-type E3 ubiquitin transferase TRIM27	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473127	intact-miscore:0.36784992
intact:EBI-618309	intact:EBI-16429002	uniprotkb:Q08379	-	psi-mi:goga2_human|psi-mi:GOLGA2|uniprotkb:Q6GRM9|uniprotkb:Q9BRB0|uniprotkb:Q9NYF9|uniprotkb:A0A0C4DGS5|uniprotkb:GOLGA2|uniprotkb:130 kDa cis-Golgi matrix protein|uniprotkb:GM130 autoantigen|uniprotkb:Golgin-95|intact:EBI-11522202	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473108	intact-miscore:0.36784992
intact:EBI-618309	intact:EBI-16436147	uniprotkb:Q08379	uniprotkb:A0A0S2Z4M5	psi-mi:goga2_human|psi-mi:GOLGA2|uniprotkb:Q6GRM9|uniprotkb:Q9BRB0|uniprotkb:Q9NYF9|uniprotkb:A0A0C4DGS5|uniprotkb:GOLGA2|uniprotkb:130 kDa cis-Golgi matrix protein|uniprotkb:GM130 autoantigen|uniprotkb:Golgin-95|intact:EBI-11522202	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473089	intact-miscore:0.36784992
intact:EBI-10197061	intact:EBI-16429002	uniprotkb:P10276-2	-	psi-mi:p10276-2|psi-mi:RARA|uniprotkb:NR1B1|uniprotkb:Nuclear receptor subfamily 1 group B member 1|uniprotkb:RARA	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473054	intact-miscore:0.36784992
intact:EBI-371922	intact:EBI-16429002	uniprotkb:Q96B26	-	psi-mi:exos8_human|psi-mi:EXOSC8|uniprotkb:O43480|uniprotkb:Q5TBA5|uniprotkb:OIP2|uniprotkb:RRP43|uniprotkb:EXOSC8|uniprotkb:Ribosomal RNA-processing protein 43|uniprotkb:Exosome component 8|uniprotkb:p9|uniprotkb:Opa-interacting protein 2	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473038	intact-miscore:0.36784992
intact:EBI-371922	intact:EBI-16436147	uniprotkb:Q96B26	uniprotkb:A0A0S2Z4M5	psi-mi:exos8_human|psi-mi:EXOSC8|uniprotkb:O43480|uniprotkb:Q5TBA5|uniprotkb:OIP2|uniprotkb:RRP43|uniprotkb:EXOSC8|uniprotkb:Ribosomal RNA-processing protein 43|uniprotkb:Exosome component 8|uniprotkb:p9|uniprotkb:Opa-interacting protein 2	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473022	intact-miscore:0.36784992
intact:EBI-371922	intact:EBI-748576	uniprotkb:Q96B26	uniprotkb:P28702	psi-mi:exos8_human|psi-mi:EXOSC8|uniprotkb:O43480|uniprotkb:Q5TBA5|uniprotkb:OIP2|uniprotkb:RRP43|uniprotkb:EXOSC8|uniprotkb:Ribosomal RNA-processing protein 43|uniprotkb:Exosome component 8|uniprotkb:p9|uniprotkb:Opa-interacting protein 2	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473006	intact-miscore:0.36784992
intact:EBI-11952806	intact:EBI-16429002	uniprotkb:Q13133-3	-	psi-mi:q13133-3|psi-mi:NR1H3|uniprotkb:NR1H3|uniprotkb:LXRA|uniprotkb:Liver X receptor alpha|uniprotkb:Nuclear receptor subfamily 1 group H member 3	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472989	intact-miscore:0.36784992
intact:EBI-8583223	intact:EBI-16429002	uniprotkb:P10826-2	-	psi-mi:p10826-2|psi-mi:RARB|uniprotkb:RARB|uniprotkb:HAP|uniprotkb:HBV-activated protein|uniprotkb:NR1B2|uniprotkb:Nuclear receptor subfamily 1 group B member 2|uniprotkb:RAR-epsilon|intact:MINT-2768912	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472972	intact-miscore:0.36784992
intact:EBI-8583223	intact:EBI-16436147	uniprotkb:P10826-2	uniprotkb:A0A0S2Z4M5	psi-mi:p10826-2|psi-mi:RARB|uniprotkb:RARB|uniprotkb:HAP|uniprotkb:HBV-activated protein|uniprotkb:NR1B2|uniprotkb:Nuclear receptor subfamily 1 group B member 2|uniprotkb:RAR-epsilon|intact:MINT-2768912	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472955	intact-miscore:0.36784992
intact:EBI-10172526	intact:EBI-16429002	uniprotkb:Q9UJV3-2	-	psi-mi:q9ujv3-2|psi-mi:MID2|uniprotkb:RING-type E3 ubiquitin transferase MID2|uniprotkb:FXY2|uniprotkb:Midin-2|uniprotkb:Midline defect 2|uniprotkb:Midline-2|uniprotkb:RING finger protein 60|uniprotkb:RNF60|uniprotkb:TRIM1|uniprotkb:Tripartite motif-containing protein 1|uniprotkb:MID2	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472936	intact-miscore:0.36784992
intact:EBI-10172526	intact:EBI-16436147	uniprotkb:Q9UJV3-2	uniprotkb:A0A0S2Z4M5	psi-mi:q9ujv3-2|psi-mi:MID2|uniprotkb:RING-type E3 ubiquitin transferase MID2|uniprotkb:FXY2|uniprotkb:Midin-2|uniprotkb:Midline defect 2|uniprotkb:Midline-2|uniprotkb:RING finger protein 60|uniprotkb:RNF60|uniprotkb:TRIM1|uniprotkb:Tripartite motif-containing protein 1|uniprotkb:MID2	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472917	intact-miscore:0.36784992
intact:EBI-10172526	intact:EBI-748576	uniprotkb:Q9UJV3-2	uniprotkb:P28702	psi-mi:q9ujv3-2|psi-mi:MID2|uniprotkb:RING-type E3 ubiquitin transferase MID2|uniprotkb:FXY2|uniprotkb:Midin-2|uniprotkb:Midline defect 2|uniprotkb:Midline-2|uniprotkb:RING finger protein 60|uniprotkb:RNF60|uniprotkb:TRIM1|uniprotkb:Tripartite motif-containing protein 1|uniprotkb:MID2	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472898	intact-miscore:0.36784992
intact:EBI-740019	intact:EBI-16436147	uniprotkb:O15162	uniprotkb:A0A0S2Z4M5	psi-mi:pls1_human|psi-mi:PLSCR1|uniprotkb:B2R8H8|uniprotkb:B4DTE8|uniprotkb:PLSCR1|uniprotkb:"Ca(2+)-dependent phospholipid scramblase 1"|uniprotkb:Erythrocyte phospholipid scramblase|uniprotkb:MmTRA1b	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472882	intact-miscore:0.36784992
intact:EBI-740019	intact:EBI-748576	uniprotkb:O15162	uniprotkb:P28702	psi-mi:pls1_human|psi-mi:PLSCR1|uniprotkb:B2R8H8|uniprotkb:B4DTE8|uniprotkb:PLSCR1|uniprotkb:"Ca(2+)-dependent phospholipid scramblase 1"|uniprotkb:Erythrocyte phospholipid scramblase|uniprotkb:MmTRA1b	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472866	intact-miscore:0.36784992
intact:EBI-16439278	intact:EBI-2341483	uniprotkb:Q6FHY5	uniprotkb:Q9Y252	psi-mi:q6fhy5_human|psi-mi:MEOX2|uniprotkb:MEOX2	psi-mi:rnf6_human|psi-mi:RNF6|uniprotkb:Q9UF41|uniprotkb:B4DDP0|uniprotkb:Q9BZP5|uniprotkb:Q5W0H0|uniprotkb:RNF6|uniprotkb:SPG2|uniprotkb:RING-type E3 ubiquitin transferase RNF6	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472850	intact-miscore:0.36784992
intact:EBI-7055862	intact:EBI-458391	uniprotkb:Q96B96	uniprotkb:P04271	psi-mi:tm159_human|psi-mi:TMEM159|uniprotkb:A6NMA9|uniprotkb:O00323|uniprotkb:B4DEC1|uniprotkb:TMEM159|uniprotkb:Transmembrane protein 159|intact:MINT-8163962|intact:MINT-8201794	psi-mi:s100b_human|psi-mi:S100B|uniprotkb:D3DSN6|uniprotkb:S100B|uniprotkb:S100 calcium-binding protein B|uniprotkb:S-100 protein subunit beta|uniprotkb:S-100 protein beta chain	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473668	intact-miscore:0.36784992
intact:EBI-11528917	intact:EBI-458391	uniprotkb:Q8WW34-2	uniprotkb:P04271	psi-mi:q8ww34-2|psi-mi:TMEM239|uniprotkb:TMEM239	psi-mi:s100b_human|psi-mi:S100B|uniprotkb:D3DSN6|uniprotkb:S100B|uniprotkb:S100 calcium-binding protein B|uniprotkb:S-100 protein subunit beta|uniprotkb:S-100 protein beta chain	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473652	intact-miscore:0.36784992
intact:EBI-2548868	intact:EBI-16432288	uniprotkb:P0C7W6	uniprotkb:A0A0S2Z4E5	psi-mi:cc172_human|psi-mi:CCDC172|uniprotkb:CCDC172|uniprotkb:C10orf96	psi-mi:a0a0s2z4e5_human|psi-mi:TEAD4|uniprotkb:TEAD4	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16474588	intact-miscore:0.36784992
intact:EBI-752230	intact:EBI-16432654	uniprotkb:P29034	uniprotkb:A8MRB1	psi-mi:s10a2_human|psi-mi:S100A2|uniprotkb:O00266|uniprotkb:Q3KRB9|uniprotkb:Q5RHS8|uniprotkb:Q9BU83|uniprotkb:S100 calcium-binding protein A2|uniprotkb:CAN19|uniprotkb:S100A2|uniprotkb:S100L|uniprotkb:Protein S-100L	psi-mi:a8mrb1_human|psi-mi:S100B|uniprotkb:S100B	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473714	intact-miscore:0.36784992
intact:EBI-618309	intact:EBI-16432288	uniprotkb:Q08379	uniprotkb:A0A0S2Z4E5	psi-mi:goga2_human|psi-mi:GOLGA2|uniprotkb:Q6GRM9|uniprotkb:Q9BRB0|uniprotkb:Q9NYF9|uniprotkb:A0A0C4DGS5|uniprotkb:GOLGA2|uniprotkb:130 kDa cis-Golgi matrix protein|uniprotkb:GM130 autoantigen|uniprotkb:Golgin-95|intact:EBI-11522202	psi-mi:a0a0s2z4e5_human|psi-mi:TEAD4|uniprotkb:TEAD4	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16474553	intact-miscore:0.36784992
intact:EBI-618309	intact:EBI-16429215	uniprotkb:Q08379	uniprotkb:A0A0S2Z4F2	psi-mi:goga2_human|psi-mi:GOLGA2|uniprotkb:Q6GRM9|uniprotkb:Q9BRB0|uniprotkb:Q9NYF9|uniprotkb:A0A0C4DGS5|uniprotkb:GOLGA2|uniprotkb:130 kDa cis-Golgi matrix protein|uniprotkb:GM130 autoantigen|uniprotkb:Golgin-95|intact:EBI-11522202	psi-mi:a0a0s2z4f2_human|psi-mi:TEAD4|uniprotkb:TEAD4	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16474534	intact-miscore:0.36784992
intact:EBI-16437007	intact:EBI-747736	-	uniprotkb:Q15561	psi-mi:"ccsb orf id: 56711"|psi-mi:EBI-16437007	psi-mi:tead4_human|psi-mi:TEAD4|uniprotkb:Q92883|uniprotkb:Q96BK2|uniprotkb:Q6MZR9|uniprotkb:H0Y308|uniprotkb:Q8NEV5|uniprotkb:TEAD4|uniprotkb:RTEF1|uniprotkb:TCF13L1|uniprotkb:TEF3|uniprotkb:TEA domain family member 4|uniprotkb:Transcription factor RTEF-1|uniprotkb:Transcription factor 13-like 1|dip:DIP-61626N	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16474514	intact-miscore:0.36784992
intact:EBI-724076	intact:EBI-747736	uniprotkb:Q99750	uniprotkb:Q15561	psi-mi:mdfi_human|psi-mi:MDFI|uniprotkb:Myogenic repressor I-mf|uniprotkb:MDFI	psi-mi:tead4_human|psi-mi:TEAD4|uniprotkb:Q92883|uniprotkb:Q96BK2|uniprotkb:Q6MZR9|uniprotkb:H0Y308|uniprotkb:Q8NEV5|uniprotkb:TEAD4|uniprotkb:RTEF1|uniprotkb:TCF13L1|uniprotkb:TEF3|uniprotkb:TEA domain family member 4|uniprotkb:Transcription factor RTEF-1|uniprotkb:Transcription factor 13-like 1|dip:DIP-61626N	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16474494	intact-miscore:0.36784992
intact:EBI-11957366	intact:EBI-16432288	uniprotkb:Q59EK9-3	uniprotkb:A0A0S2Z4E5	psi-mi:q59ek9-3|psi-mi:RUNDC3A|uniprotkb:RUNDC3A|uniprotkb:RAP2IP|uniprotkb:RPIP8|uniprotkb:Rap2-interacting protein 8	psi-mi:a0a0s2z4e5_human|psi-mi:TEAD4|uniprotkb:TEAD4	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16474477	intact-miscore:0.36784992
